City,Latitude,Longitude,Country
Durango,24.025,-104.6675,Mexico
La Huerta,19.4833,-104.65,Mexico
Pueblo,38.2701,-104.6114,United States
Regina,50.4547,-104.6067,Canada
Colonia General Felipe Angeles,23.9167,-104.6,Mexico
Cihuatlan,19.25,-104.5667,Mexico
Roswell,33.373,-104.5294,United States
San Juan del Rio del Centauro del Norte,24.7667,-104.4667,Mexico
Ayutla,20.0333,-104.4333,Mexico
Artesia,32.8497,-104.4268,United States
Ojinaga,29.5644,-104.4164,Mexico
Autlan de Navarro,19.7667,-104.3667,Mexico
Cuautitlan,19.4522,-104.3583,Mexico
Panuco de Coronado,24.5392,-104.3253,Mexico
Manzanillo,19.0522,-104.3158,Mexico
La Resolana,19.3425,-104.2878,Mexico
Union de Tula,19.957,-104.268,Mexico
Carlsbad,32.401,-104.2388,United States
Etzatlan,20.7667,-104.1333,Mexico
Ciudad Guadalupe Victoria,24.4497,-104.1225,Mexico
Minatitlan,19.3833,-104.05,Mexico
Ameca,20.5486,-104.0431,Mexico
Villa Union,23.9667,-104.0333,Mexico
San Juanito de Escobedo,20.8,-104,Mexico
Vicente Guerrero,23.75,-103.9833,Mexico
Magdalena,20.9167,-103.95,Mexico
Huejuquilla el Alto,22.6256,-103.8964,Mexico
Tecoman,18.9089,-103.8747,Mexico
Ahualulco de Mercado,20.6167,-103.8667,Mexico
Weyburn,49.6611,-103.8525,Canada
Hostotipaquillo,21.2167,-103.85,Mexico
Tequila,20.8828,-103.8367,Mexico
Tecolotlan,20.1,-103.8333,Mexico
Spearfish,44.4909,-103.8155,United States
Coquimatlan,19.2038,-103.8086,Mexico
Fort Morgan,40.2537,-103.7903,United States
Comala,19.3208,-103.7603,Mexico
Tapalpa,19.9445,-103.7585,Mexico
Villa de Alvarez,19.25,-103.7333,Mexico
Amatitan,20.835,-103.731,Mexico
Colima,19.2433,-103.7247,Mexico
Tala,20.6667,-103.7,Mexico
Cuencame de Ceniceros,24.8667,-103.7,Mexico
Villa Corona,20.3989,-103.6889,Mexico
Gering,41.8275,-103.6622,United States
Scottsbluff,41.8684,-103.6616,United States
Sombrerete,23.6333,-103.6397,Mexico
Williston,48.1814,-103.6364,United States
Sayula,19.8667,-103.6167,Mexico
El Arenal,20.7,-103.6167,Mexico
Cuauhtemoc,19.3281,-103.6028,Mexico
Zacoalco de Torres,20.2333,-103.5833,Mexico
Monte Escobedo,22.3,-103.5667,Mexico
Valparaiso,22.7667,-103.5667,Mexico
Acatlan,20.2333,-103.5333,Mexico
Ciudad Lerdo,25.55,-103.5167,Mexico
Gomez Palacio,25.5611,-103.4983,Mexico
Ciudad Guzman,19.7,-103.4667,Mexico
Tlajomulco de Zuniga,20.4736,-103.4431,Mexico
Tlahualilo de Zaragoza,26.1083,-103.4431,Mexico
Jocotepec,20.2863,-103.4304,Mexico
Zapotiltic,19.627,-103.417,Mexico
Torreon,25.5419,-103.4083,Mexico
Zapopan,20.7167,-103.4,Mexico
Juan Aldama,24.291,-103.394,Mexico
Tuxpan,19.5539,-103.3756,Mexico
Portales,34.1754,-103.3565,United States
Guadalajara,20.6767,-103.3475,Mexico
Tepechitlan,21.6667,-103.3333,Mexico
Lovington,32.9128,-103.3276,United States
Tlaquepaque,20.6167,-103.3167,Mexico
Tlaltenango de Sanchez Roman,21.7815,-103.3059,Mexico
Colotlan,22.2,-103.3,Mexico
Ajijic,20.3,-103.2833,Mexico
Francisco I. Madero,25.7753,-103.2731,Mexico
Ixtlahuacan del Rio,20.8667,-103.25,Mexico
Matamoros,25.533,-103.25,Mexico
Tonala,20.6167,-103.2333,Mexico
Coyula,20.6586,-103.2264,Mexico
Rapid City,44.0716,-103.2204,United States
Huejucar,22.3591,-103.2108,Mexico
Sterling,40.6205,-103.1925,United States
Clovis,34.4376,-103.1923,United States
Chapala,20.2961,-103.1911,Mexico
Teocuitatlan de Corona,20.0167,-103.1833,Mexico
Ixtlahuacan de los Membrillos,20.35,-103.1833,Mexico
Pihuamo,18.95,-103.167,Mexico
Coalcoman de Vazquez Pallares,18.7833,-103.1667,Mexico
Juanacatlan,20.5,-103.1667,Mexico
Hobbs,32.7281,-103.16,United States
Juchipila,21.4103,-103.1175,Mexico
Box Elder,44.112,-103.0818,United States
Zapotlanejo,20.6228,-103.0689,Mexico
Rio Grande,23.8225,-103.0361,Mexico
Cuquio,20.929,-103.0229,Mexico
Mazamitla,19.9153,-103.0208,Mexico
Jilotlan de los Dolores,19.3719,-103.0193,Mexico
Jerez de Garcia Salinas,22.6481,-102.9903,Mexico
Estevan,49.1392,-102.9861,Canada
Pedro Celestino Negrete,24.726,-102.984,Mexico
San Pedro,25.7578,-102.9831,Mexico
Zapotlan del Rey,20.4674,-102.9248,Mexico
Acatic,20.7803,-102.91,Mexico
Yahualica de Gonzalez Gallo,21.1781,-102.886,Mexico
Villanueva,22.3536,-102.8831,Mexico
Fresnillo,23.175,-102.8675,Mexico
Tepalcatepec,19.1833,-102.85,Mexico
Nochistlan de Mejia,21.3642,-102.8464,Mexico
Capilla de Guadalupe,20.65,-102.8,Mexico
Dickinson,46.8918,-102.7925,United States
Tototlan,20.5333,-102.7833,Mexico
Ocotlan,20.3467,-102.7744,Mexico
Tepatitlan de Morelos,20.8139,-102.7639,Mexico
Sahuayo de Morelos,20.05,-102.7333,Mexico
Jiquilpan de Juarez,19.9942,-102.7172,Mexico
Calvillo,21.85,-102.7167,Mexico
Jamay,20.29,-102.71,Mexico
Cotija de la Paz,19.8167,-102.6833,Mexico
San Martin Totolan,20.0833,-102.65,Mexico
Villa Hidalgo,21.6667,-102.6,Mexico
Buena Vista Tomatlan,19.2102,-102.5869,Mexico
Zacatecas,22.7736,-102.5736,Mexico
Pajacuaran,20.1178,-102.5667,Mexico
La Barca,20.2833,-102.5667,Mexico
Andrews,32.3207,-102.552,United States
San Ignacio Cerro Gordo,20.7333,-102.517,Mexico
Guadalupe,22.7528,-102.5078,Mexico
West Odessa,31.8389,-102.5003,United States
Atotonilco el Alto,20.5333,-102.5,Mexico
Vista Hermosa de Negrete,20.2717,-102.4749,Mexico
Los Reyes de Salgado,19.5833,-102.4667,Mexico
Yorkton,51.2139,-102.4628,Canada
Chavinda,20.0167,-102.45,Mexico
Santiago Tangamandapio,19.95,-102.4333,Mexico
San Jose de Gracia,22.15,-102.4167,Mexico
Hereford,34.8225,-102.4001,United States
Levelland,33.5806,-102.3635,United States
Tancitaro,19.3378,-102.3625,Mexico
Apatzingan de la Constitucion,19.0886,-102.3508,Mexico
Jesus Maria,21.9667,-102.35,Mexico
Odessa,31.8801,-102.3448,United States
Tanhuato de Guerrero,20.2819,-102.3319,Mexico
San Juan de los Lagos,21.2458,-102.3308,Mexico
Jacona de Plancarte,19.9333,-102.3167,Mexico
Rincon de Romos,22.2333,-102.3167,Mexico
Cosio,22.3667,-102.3,Mexico
Aguascalientes,21.876,-102.296,Mexico
Zamora,19.9833,-102.2833,Mexico
Brownfield,33.1757,-102.273,United States
San Francisco de los Romo,22.0833,-102.2667,Mexico
Pabellon de Arteaga,22.15,-102.2667,Mexico
Encarnacion de Diaz,21.5167,-102.2333,Mexico
Jesus Maria,20.6078,-102.2242,Mexico
Paracuaro,19.1467,-102.2194,Mexico
Tangancicuaro de Arista,19.887,-102.208,Mexico
Ciudad Lazaro Cardenas,17.9561,-102.1922,Mexico
Parras de la Fuente,25.4403,-102.1792,Mexico
San Julian,21.0167,-102.1667,Mexico
Degollado,20.4667,-102.15,Mexico
Nuevo San Juan Parangaricutiro,19.4,-102.1333,Mexico
Midland,32.0243,-102.1147,United States
General Panfilo Natera,22.665,-102.1097,Mexico
Nueva Italia de Ruiz,19.0194,-102.1089,Mexico
Paracho de Verduzco,19.65,-102.0667,Mexico
Cuatro Cienegas de Carranza,26.9861,-102.0664,Mexico
Uruapan,19.4208,-102.0628,Mexico
Pureparo de Echaiz,19.9,-102.0167,Mexico
La Piedad,20.3333,-102.0167,Mexico
Union de San Antonio,21.128,-102.006,Mexico
Loreto,22.2667,-101.9833,Mexico
Dumas,35.8613,-101.9642,United States
Lamesa,32.7333,-101.9541,United States
Ciudad Manuel Doblado,20.7303,-101.9533,Mexico
Cheran,19.6833,-101.95,Mexico
Canyon,34.9911,-101.919,United States
Ziracuaretiro,19.4333,-101.9167,Mexico
Lagos de Moreno,21.35,-101.9167,Mexico
Lubbock,33.5657,-101.8879,United States
Purisima de Bustos,21.0333,-101.8667,Mexico
San Francisco del Rincon,21.0228,-101.86,Mexico
Amarillo,35.1984,-101.8316,United States
La Huacana,18.9625,-101.8069,Mexico
Plainview,34.1911,-101.7235,United States
Penjamo,20.4311,-101.7222,Mexico
Erongaricuaro,19.5833,-101.7167,Mexico
Salinas de Hidalgo,22.628,-101.7156,Mexico
Leon de los Aldama,21.1167,-101.6833,Mexico
Cueramaro,20.6258,-101.6739,Mexico
Santa Clara del Cobre,19.405,-101.638,Mexico
Churumuco de Morelos,18.6167,-101.6333,Mexico
Patzcuaro,19.5164,-101.6097,Mexico
Ojuelos de Jalisco,21.8667,-101.5833,Mexico
Tzintzuntzan,19.6283,-101.5789,Mexico
Mazapil,24.6383,-101.5553,Mexico
Ixtapa Zihuatanejo,17.6367,-101.5514,Mexico
Zihuatanejo,17.6444,-101.5511,Mexico
San Buenaventura,27.0625,-101.5467,Mexico
Quiroga,19.6667,-101.5333,Mexico
Abasolo,20.45,-101.517,Mexico
Ciudad Melchor Muzquiz,27.8667,-101.5,Mexico
Huanimaro,20.3675,-101.4969,Mexico
Big Spring,32.2389,-101.4799,United States
Guymon,36.6903,-101.4774,United States
Tacambaro de Codallos,19.2356,-101.4569,Mexico
Frontera,26.926,-101.449,Mexico
Silao,20.9478,-101.4281,Mexico
Monclova,26.9103,-101.4222,Mexico
Turicato,19.05,-101.4167,Mexico
Castanos,26.7833,-101.4167,Mexico
Palau,27.9167,-101.4167,Mexico
Borger,35.6598,-101.4012,United States
Irapuato,20.6667,-101.35,Mexico
Sabinas,27.9167,-101.3,Mexico
Minot,48.2375,-101.278,United States
Huandacareo,19.9906,-101.275,Mexico
Petatlan,17.5383,-101.2739,Mexico
Guanajuato,21.0178,-101.2567,Mexico
Nueva Rosita,27.9372,-101.2172,Mexico
San Felipe,21.4833,-101.2167,Mexico
Salamanca,20.5703,-101.1972,Mexico
Valle de Santiago,20.3928,-101.1914,Mexico
Morelia,19.7683,-101.1894,Mexico
Uriangato,20.1333,-101.1667,Mexico
Yuriria,20.2,-101.15,Mexico
Cuitzeo del Porvenir,19.9686,-101.1394,Mexico
Caracuaro,19.0167,-101.1261,Mexico
Charcas,23.1261,-101.1128,Mexico
Jaral del Progreso,20.3667,-101.0667,Mexico
Charo,19.75,-101.05,Mexico
Santa Ana Maya,20,-101.0167,Mexico
Juventino Rosas,20.65,-101,Mexico
Saltillo,25.4231,-100.9919,Mexico
Villagran,20.517,-100.983,Mexico
San Luis Potosi,22.1511,-100.9761,Mexico
Ramos Arizpe,25.55,-100.9667,Mexico
Pampa,35.5479,-100.9651,United States
Cortazar,20.4828,-100.9611,Mexico
Dolores Hidalgo Cuna de la Independencia Nacional,21.1516,-100.9369,Mexico
Soledad de Graciano Sanchez,22.1833,-100.9333,Mexico
Ciudad Acuna,29.3242,-100.9317,Mexico
Liberal,37.0466,-100.9295,United States
Tzitzio,19.5856,-100.9231,Mexico
Zaragoza,28.4869,-100.9175,Mexico
Snyder,32.7133,-100.9116,United States
Salvatierra,20.2156,-100.8961,Mexico
San Luis de La Loma,17.2714,-100.8911,Mexico
Mandan,46.829,-100.887,United States
Del Rio,29.3708,-100.8801,United States
Garden City,37.9753,-100.8527,United States
Allende,28.3333,-100.8333,Mexico
Zinapecuaro,19.8603,-100.8275,Mexico
Celaya,20.5222,-100.8122,Mexico
Perryton,36.3928,-100.7976,United States
Bismarck,46.8143,-100.7694,United States
Nava,28.4214,-100.7675,Mexico
North Platte,41.1263,-100.7641,United States
San Miguel de Allende,20.9142,-100.7436,Mexico
Acambaro,20.0361,-100.7314,Mexico
Coyuca de Catalan,18.3256,-100.6992,Mexico
Tecpan de Galeana,17.25,-100.6833,Mexico
Ciudad Altamirano,18.3472,-100.6531,Mexico
Matehuala,23.6528,-100.6444,Mexico
Apaseo el Grande,20.5531,-100.6347,Mexico
Apaseo el Alto,20.45,-100.6167,Mexico
Garcia,25.8167,-100.5833,Mexico
Ciudad Hidalgo,19.6917,-100.5536,Mexico
Piedras Negras,28.7,-100.5231,Mexico
San Luis de la Paz,21.2986,-100.5164,Mexico
Eagle Pass,28.7125,-100.484,United States
Eidson Road,28.6677,-100.4788,United States
Tuxpan,19.5661,-100.4625,Mexico
San Angelo,31.4424,-100.4504,United States
Maravatio de Ocampo,19.8976,-100.45,Mexico
Ciudad Santa Catarina,25.6833,-100.45,Mexico
Santa Rosa Jauregui,20.7418,-100.4473,Mexico
El Pueblito,20.5397,-100.4414,Mexico
Atoyac de Alvarez,17.2,-100.4333,Mexico
Sweetwater,32.4692,-100.4092,United States
Queretaro,20.5875,-100.3928,Mexico
Senguio,19.7328,-100.3522,Mexico
Coroneo,20.1333,-100.3333,Mexico
Pierre,44.3748,-100.3205,United States
Doctor Mora,21.1425,-100.3192,Mexico
Monterrey,25.6667,-100.3,Mexico
San Pedro Garza Garcia,25.6667,-100.3,Mexico
Salinas Victoria,25.9667,-100.3,Mexico
Pueblo Viejo,19.179,-100.2984,Mexico
Villa Luvianos,18.92,-100.2983,Mexico
Epitacio Huerta,20.1348,-100.2934,Mexico
Mineral de Angangueo,19.6167,-100.2833,Mexico
San Nicolas de los Garza,25.75,-100.2833,Mexico
Cerritos,22.4275,-100.2783,Mexico
Guadalupe,25.6775,-100.2597,Mexico
Santo Tomas de los Platanos,19.1817,-100.2589,Mexico
Ciudad Apodaca,25.7817,-100.1886,Mexico
Cienega de Flores,25.95,-100.1833,Mexico
Ciudad Sabinas Hidalgo,26.5,-100.1833,Mexico
Tlalpujahua de Rayon,19.805,-100.1744,Mexico
Doctor Arroyo,23.6667,-100.1667,Mexico
Ciudad General Escobedo,25.7933,-100.1583,Mexico
Tejupilco,18.9058,-100.1528,Mexico
San Jose del Rincon Centro,19.6606,-100.1525,Mexico
Amatepec,18.65,-100.15,Mexico
San Jose Villa de Allende,19.3747,-100.1475,Mexico
Villa Donato Guerra,19.3083,-100.1422,Mexico
Santiago,25.4333,-100.1333,Mexico
El Oro de Hidalgo,19.8008,-100.1314,Mexico
Valle de Bravo,19.1925,-100.1306,Mexico
Ciudad Benito Juarez,25.65,-100.0833,Mexico
Galeana,24.8333,-100.0667,Mexico
Pesqueria,25.785,-100.0511,Mexico
Temascaltepec de Gonzalez,19.0433,-100.0414,Mexico
Dodge City,37.7611,-100.0182,United States
Ciudad de Allende,25.2833,-100.0167,Mexico
Temascalcingo,19.9147,-100.0036,Mexico
Villa Victoria,19.4333,-100,Mexico
Cadereyta Jimenez,25.6,-100,Mexico
San Juan del Rio,20.3833,-99.9833,Mexico
Rioverde,21.93,-99.98,Mexico
San Felipe del Progreso,19.7125,-99.9511,Mexico
Sultepec,18.8667,-99.95,Mexico
Brandon,49.8483,-99.95,Canada
Texcaltitlan,18.9297,-99.9372,Mexico
Tequisquiapan,20.5206,-99.8958,Mexico
Ezequiel Montes,20.6667,-99.8833,Mexico
Acapulco de Juarez,16.8636,-99.8825,Mexico
Almoloya de Alquisiras,18.85,-99.85,Mexico
Acambay,19.9539,-99.8431,Mexico
Montemorelos,25.1872,-99.8267,Mexico
Cadereyta,20.7,-99.8167,Mexico
Polotitlan de la Ilustracion,20.2253,-99.8154,Mexico
Penamiller,21.0519,-99.815,Mexico
San Antonio Enchisi,19.7072,-99.7867,Mexico
Jocotitlan,19.7072,-99.7867,Mexico
Zacualpan,18.7197,-99.78,Mexico
Uvalde,29.2152,-99.7782,United States
Ixtlahuaca,19.5689,-99.7669,Mexico
Lexington,40.7779,-99.7461,United States
Abilene,32.4543,-99.7384,United States
Zinacantepec,19.2833,-99.7333,Mexico
San Andres Timilpan,19.8667,-99.7333,Mexico
Ciudad Tula,23,-99.72,Mexico
Coatepec Harinas,18.9,-99.7167,Mexico
Ixtapan de la Sal,18.8333,-99.6833,Mexico
Chichihualco,17.655,-99.674,Mexico
Toluca,19.2925,-99.6569,Mexico
Cardenas,22.01,-99.652,Mexico
Huichapan,20.3733,-99.6489,Mexico
Nopala de Villagran,20.2528,-99.6433,Mexico
Tecozautla,20.5333,-99.6333,Mexico
Calimaya,19.1608,-99.6172,Mexico
Taxco de Alarcon,18.5564,-99.605,Mexico
Metepec,19.2511,-99.6047,Mexico
Temoaya,19.4686,-99.5933,Mexico
Tenancingo,18.9608,-99.5906,Mexico
Mexicaltzingo,19.2092,-99.5858,Mexico
Rayon,19.1481,-99.58,Mexico
Linares,24.8597,-99.5647,Mexico
Joquicingo,19.0556,-99.5467,Mexico
Villa del Carbon,19.7272,-99.5417,Mexico
Iguala de la Independencia,18.345,-99.5383,Mexico
San Mateo Atenco,19.2667,-99.5333,Mexico
Jilotepec,19.9519,-99.5328,Mexico
Chapa de Mota,19.8144,-99.5269,Mexico
Tierra Colorada,17.1656,-99.5264,Mexico
Lerma,19.2847,-99.5119,Mexico
Nuevo Laredo,27.4861,-99.5069,Mexico
Chilpancingo,17.55,-99.5,Mexico
Zumpango del Rio,17.65,-99.5,Mexico
Malinalco,18.9483,-99.4947,Mexico
Almoloya del Rio,19.1586,-99.4886,Mexico
Santa Cruz Atizapan,19.1756,-99.4886,Mexico
Laredo,27.5625,-99.4874,United States
Jalpan,21.2167,-99.4725,Mexico
Santiago Tianguistenco,19.1797,-99.4706,Mexico
Capulhuac,19.2,-99.4667,Mexico
Ocoyoacac,19.2739,-99.4606,Mexico
Pinal de Amoles,21.1342,-99.4586,Mexico
Soyaniquilpan,19.9892,-99.4361,Mexico
Elk City,35.3862,-99.4301,United States
Xalatlaco,19.1811,-99.4164,Mexico
Woodward,36.4247,-99.4058,United States
Tixtla de Guerrero,17.5667,-99.4,Mexico
Ocuilan de Arteaga,19,-99.4,Mexico
Chapantongo,20.2833,-99.4,Mexico
Zimapan,20.7333,-99.3833,Mexico
Tepetitlan,20.1842,-99.3808,Mexico
Amacuzac,18.6,-99.37,Mexico
Nicolas Romero,19.5833,-99.3667,Mexico
Miacatlan,18.7722,-99.3547,Mexico
Huixquilucan,19.3611,-99.3508,Mexico
Ciudad de Huitzuco,18.3,-99.35,Mexico
Tula de Allende,20.05,-99.35,Mexico
Alfajayucan,20.4,-99.35,Mexico
San Francisco Chimalpa,19.4419,-99.3419,Mexico
Tepeji del Rio de Ocampo,19.9039,-99.3414,Mexico
Coatetelco,18.7294,-99.3256,Mexico
La Magdalena Chichicaspa,19.4181,-99.3228,Mexico
Hays,38.8821,-99.3221,United States
Altus,34.6565,-99.3061,United States
Vernon,34.1479,-99.3,United States
Ciudad Lopez Mateos,19.55,-99.2833,Mexico
Cuautitlan Izcalli,19.65,-99.25,Mexico
Tasquillo,20.6167,-99.25,Mexico
Xoxocotla,18.685,-99.2439,Mexico
Naucalpan de Juarez,19.4753,-99.2378,Mexico
China,25.7033,-99.2365,Mexico
Cuernavaca,18.9186,-99.2342,Mexico
Temixco,18.85,-99.2333,Mexico
Santa Ana Jilotzingo,19.4,-99.2333,Mexico
Chilcuautla,20.3333,-99.2333,Mexico
Tlahuelilpan,20.1297,-99.2286,Mexico
Tepotzotlan,19.7161,-99.2236,Mexico
Atitalaquia,20.0583,-99.2208,Mexico
Tlaxcoapan,20.0953,-99.22,Mexico
Ixmiquilpan,20.4819,-99.2181,Mexico
Ayutla de los Libres,16.9,-99.2167,Mexico
Mixquiahuala de Juarez,20.2311,-99.2131,Mexico
Huehuetoca,19.8342,-99.2033,Mexico
Tlalnepantla,19.5367,-99.1947,Mexico
Zacatepec,18.6833,-99.1833,Mexico
Cuautitlan,19.6833,-99.1833,Mexico
Teoloyucan,19.7442,-99.1811,Mexico
Chilapa de Alvarez,17.5944,-99.1778,Mexico
Jacala,21.0053,-99.1719,Mexico
Coyotepec,19.75,-99.1711,Mexico
Amecameca de Juarez,19.75,-99.1711,Mexico
Apaxco de Ocampo,19.98,-99.17,Mexico
Tultitlan de Mariano Escobedo,19.645,-99.1694,Mexico
Jiutepec,18.8833,-99.1667,Mexico
Tecoanapa,16.8,-99.15,Mexico
Melchor Ocampo,19.7083,-99.1444,Mexico
Ciudad Victoria,23.7389,-99.1431,Mexico
Tequixquiac,19.9097,-99.1417,Mexico
Cruz Grande,16.7333,-99.1333,Mexico
Mexico City,19.4333,-99.1333,Mexico
La Mision,21.1,-99.1333,Mexico
Kerrville,30.0398,-99.132,United States
Tultepec,19.685,-99.1281,Mexico
Ajacuba,20.0833,-99.1167,Mexico
Cardonal,20.6167,-99.1167,Mexico
Tepoztlan,18.9853,-99.0997,Mexico
Zumpango,19.7969,-99.0992,Mexico
Pearsall,28.8915,-99.0975,United States
Coacalco,19.6333,-99.0931,Mexico
Jaltenco,19.7511,-99.0931,Mexico
Kearney,40.7011,-99.0833,United States
Santa Ana Nextlalpan,19.7167,-99.0667,Mexico
Ecatepec,19.6097,-99.06,Mexico
San Juan Zitlaltepec,19.7167,-99.05,Mexico
San Pedro Atocpan,19.2006,-99.0492,Mexico
Santa Maria Ajoloapan,19.9692,-99.0353,Mexico
Ciudad Miguel Aleman,26.4003,-99.0253,Mexico
Nezahualcoyotl,19.4081,-99.0186,Mexico
Ciudad Valles,21.9833,-99.0167,Mexico
San Salvador,20.2833,-99.0153,Mexico
Ciudad Nezahualcoyotl,19.4006,-99.0148,Mexico
Roma,26.4166,-99.0061,United States
Pisaflores,21.1933,-99.005,Mexico
Anenecuilco,18.7781,-98.985,Mexico
Tizayuca,19.8333,-98.9833,Mexico
Tlayacapan,18.9556,-98.9811,Mexico
Brownwood,31.7127,-98.9767,United States
Tecamac,19.7131,-98.9683,Mexico
Santiago de Anaya,20.3844,-98.9647,Mexico
Cuautla,18.8167,-98.95,Mexico
Ciudad Mante,22.7333,-98.95,Mexico
Tlahuiltepa,20.9233,-98.9497,Mexico
Xicotencatl,22.9958,-98.9447,Mexico
Actopan,20.2681,-98.9442,Mexico
Totolapan,18.9869,-98.9197,Mexico
Atenco,19.5167,-98.9167,Mexico
Tolcayuca,19.95,-98.9167,Mexico
El Arenal,20.2167,-98.9167,Mexico
San Pablo Atlazalpan,19.2172,-98.909,Mexico
Tezoyuca,19.5903,-98.9083,Mexico
Chapulhuacan,21.1547,-98.9039,Mexico
Atlatlahucan,18.935,-98.9,Mexico
Chimalhuacan,19.4167,-98.9,Mexico
Chicoloapan,19.4167,-98.9,Mexico
Chiconcuac,19.55,-98.9,Mexico
Temascalapa,19.8,-98.9,Mexico
Chalco,19.2647,-98.8975,Mexico
Santa Catarina Ayotzingo,19.2647,-98.8975,Mexico
San Agustin Tlaxiaca,20.1144,-98.8867,Mexico
Ixtapaluca,19.3186,-98.8822,Mexico
Texcoco,19.52,-98.88,Mexico
Juchitepec,19.0997,-98.8792,Mexico
Fredericksburg,30.266,-98.8751,United States
Temamatla,19.2028,-98.87,Mexico
Yecapixtla,18.8833,-98.865,Mexico
Teotihuacan,19.6897,-98.8608,Mexico
Tenango del Aire,19.1575,-98.8581,Mexico
Cocotitlan,19.2167,-98.85,Mexico
Zapotlan de Juarez,19.9667,-98.85,Mexico
Tepehuacan de Guerrero,21.0131,-98.8442,Mexico
Rio Grande City,26.3808,-98.8215,United States
Tepetlaoxtoc,19.5731,-98.8203,Mexico
Tepetlixpa,19.0006,-98.8178,Mexico
San Martin de las Piramides,19.7333,-98.8167,Mexico
Tezontepec,19.8833,-98.8167,Mexico
Tampamolon Corona,21.5667,-98.8167,Mexico
Ayapango,19.1264,-98.8028,Mexico
Tlalmanalco,19.2044,-98.8025,Mexico
Great Bend,38.3593,-98.8015,United States
Axapusco,19.7194,-98.7972,Mexico
Ozumba,19.0392,-98.7936,Mexico
Tamazunchale,21.2667,-98.7833,Mexico
Tamuin,22,-98.7833,Mexico
Zacualpan de Amilpas,18.7836,-98.7594,Mexico
Otumba,19.6989,-98.7572,Mexico
Axochiapan,18.5,-98.75,Mexico
Ecatzingo,18.95,-98.75,Mexico
Pachuca,20.1,-98.75,Mexico
Tetela del Volcan,18.8931,-98.7297,Mexico
Boerne,29.7847,-98.7292,United States
Lototla,20.8392,-98.7178,Mexico
Molango,20.7844,-98.7175,Mexico
Atlautla,19,-98.7167,Mexico
Helotes,29.5687,-98.696,United States
Jamestown,46.9063,-98.6937,United States
Weatherford,35.538,-98.6853,United States
Tlanchinol,19.9892,-98.6786,Mexico
Scenic Oaks,29.7038,-98.6712,United States
Zempoala,19.9153,-98.6689,Mexico
Mineral del Monte,20.1333,-98.6667,Mexico
Atotonilco el Grande,20.6667,-98.6667,Mexico
Xalpatlahuac,17.3333,-98.65,Mexico
Zacualtipan,20.65,-98.65,Mexico
Fair Oaks Ranch,29.7467,-98.6376,United States
Epazoyucan,20.0177,-98.6361,Mexico
Tianguistengo,20.7278,-98.6289,Mexico
Leon Valley,29.4954,-98.6143,United States
San Felipe Orizatlan,21.1719,-98.6064,Mexico
Chiautla de Tapia,18.3,-98.6039,Mexico
Calnali,20.9,-98.5833,Mexico
Ciudad Sahagun,19.7714,-98.5803,Mexico
Graham,33.1017,-98.5779,United States
Tlapa de Comonfort,17.5461,-98.5764,Mexico
Huasca de Ocampo,20.2028,-98.5758,Mexico
Calpulalpan,19.5869,-98.5683,Mexico
Burkburnett,34.0746,-98.5672,United States
Tepeapulco,19.7856,-98.5517,Mexico
Huaquechula,18.7667,-98.55,Mexico
Emiliano Zapata,19.65,-98.55,Mexico
Jaltocan,21.1333,-98.5383,Mexico
Wichita Falls,33.9072,-98.5291,United States
San Antonio,29.4632,-98.5238,United States
Singuilucan,19.9675,-98.5178,Mexico
Huazalingo,21.8156,-98.5078,Mexico
Pleasanton,28.9642,-98.4957,United States
Timberwood Park,29.6995,-98.4838,United States
San Nicolas de los Ranchos,19.0667,-98.4833,Mexico
Teotlaltzingo,19.2333,-98.4833,Mexico
Aberdeen,45.4649,-98.4686,United States
Cochoapa el Grande,17.2,-98.45,Mexico
Ciudad de Atlixco,18.9,-98.45,Mexico
Ilamatlan,20.7833,-98.45,Mexico
Acatlan,20.1444,-98.4383,Mexico
Santa Maria Texmelucan,19.2833,-98.4333,Mexico
San Martin Texmelucan de Labastida,19.2833,-98.4333,Mexico
Apan,19.7,-98.4333,Mexico
Mineral de la Reforma,20.15,-98.4333,Mexico
Cuautepec de Hinojosa,20.15,-98.4333,Mexico
Gonzalez,22.8281,-98.4306,Mexico
Lawton,34.6175,-98.4202,United States
Ometepec,16.6833,-98.4167,Mexico
Huejutla de Reyes,21.1333,-98.4167,Mexico
Cuajinicuilapa,16.4717,-98.4153,Mexico
Huejotzingo,19.1619,-98.4064,Mexico
Almoloya,19.7,-98.4,Mexico
Chalma,21.2167,-98.4,Mexico
Hastings,40.5961,-98.39,United States
Tempoal de Sanchez,21.5167,-98.3833,Mexico
Palmview,26.2318,-98.3823,United States
Yahualica,20.9531,-98.38,Mexico
Abasolo,24.0559,-98.3733,Mexico
Santa Isabel Cholula,19,-98.3667,Mexico
Tulancingo,20.0833,-98.3667,Mexico
Texcatepec,20.5833,-98.3667,Mexico
Platon Sanchez,21.2833,-98.3667,Mexico
Ciudad Cuauhtemoc,21.2833,-98.3667,Mexico
Grand Island,40.9218,-98.3586,United States
Santiago Tulantepec,20.0397,-98.3575,Mexico
La Homa,26.2796,-98.3575,United States
Atlapexco,21.0221,-98.3543,Mexico
Agua Blanca Iturbide,20.35,-98.35,Mexico
San Gregorio Atzompa,19.0224,-98.3445,Mexico
Live Oak,29.5545,-98.3404,United States
Zontecomatlan de Lopez y Fuentes,20.7667,-98.3333,Mexico
